user_000045,2009-04-19T19:32:41Z,ccfe7a3c-1a45-4984-a8d0-644549cefe61,Europe,342579e9-a1e9-4088-bd61-88de6fa8ef8b,Superstitious
user_000045,2006-12-09T17:17:52Z,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,Ace Of Base,72720af8-ee08-4bcf-b554-60e80d02ce40,Beautiful Life
user_000045,2006-12-09T17:14:17Z,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,Ace Of Base,e5518c53-33cd-474e-8654-3f008e37840d,Never Gonna Say I'M Sorry
user_000045,2006-12-09T17:07:15Z,f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,618f2df6-ec96-4e88-b3e3-3d181f206599,Faint (Beat Only Instrumental Project)
user_000045,2006-12-09T16:35:16Z,9efee4d1-da8f-4a8e-b34d-b5f0abb5a8e0,Máni Svavarsson,333a2f4b-5b7e-4d35-9607-326af242b99d,You Are A Pirate
user_000045,2006-12-09T16:30:11Z,9efee4d1-da8f-4a8e-b34d-b5f0abb5a8e0,Máni Svavarsson,333a2f4b-5b7e-4d35-9607-326af242b99d,You Are A Pirate
user_000045,2006-12-09T16:27:40Z,9efee4d1-da8f-4a8e-b34d-b5f0abb5a8e0,Máni Svavarsson,333a2f4b-5b7e-4d35-9607-326af242b99d,You Are A Pirate
user_000045,2006-12-09T16:25:35Z,9efee4d1-da8f-4a8e-b34d-b5f0abb5a8e0,Máni Svavarsson,333a2f4b-5b7e-4d35-9607-326af242b99d,You Are A Pirate
user_000045,2006-12-09T16:23:34Z,9efee4d1-da8f-4a8e-b34d-b5f0abb5a8e0,Máni Svavarsson,333a2f4b-5b7e-4d35-9607-326af242b99d,You Are A Pirate
user_000045,2006-12-09T16:06:33Z,9efee4d1-da8f-4a8e-b34d-b5f0abb5a8e0,Máni Svavarsson,333a2f4b-5b7e-4d35-9607-326af242b99d,You Are A Pirate
user_000045,2006-12-09T16:04:12Z,9efee4d1-da8f-4a8e-b34d-b5f0abb5a8e0,Máni Svavarsson,333a2f4b-5b7e-4d35-9607-326af242b99d,You Are A Pirate
user_000045,2006-12-09T14:27:02Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-12-09T14:25:36Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-12-09T14:24:06Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-12-09T14:17:44Z,689851b0-bfec-4ac6-954b-11b3b9db14ae,Mana,e5571f23-17b0-4fd1-9aa6-edb43d882514,Labios Compartidos
user_000045,2006-12-09T04:59:47Z,689851b0-bfec-4ac6-954b-11b3b9db14ae,Mana,e5571f23-17b0-4fd1-9aa6-edb43d882514,Labios Compartidos
user_000045,2006-12-09T04:44:01Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,13ddf03c-766b-48ba-84d2-0ea86cf00635,A Touch Of Blessing
user_000045,2006-12-09T04:38:45Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,9fe632ea-e9a9-4701-9ba6-c4cb0862a994,Unspeakable
user_000045,2006-12-09T04:35:09Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,1e7f343f-9583-495c-9c39-dfe678beac45,Monday Morning Apocalypse
user_000045,2006-12-09T04:31:44Z,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,c4d58f24-34ae-4494-b93e-91fd426cae7b,Lost
user_000045,2006-12-09T04:27:13Z,9a250493-e200-4676-be17-06e9f51091e7,To/Die/For,088c946f-e588-4939-a85e-3ad13c16f57b,Hollow Heart
user_000045,2006-12-09T04:23:23Z,9a250493-e200-4676-be17-06e9f51091e7,To/Die/For,24d4811d-d1f5-4a7a-a945-730acc33390b,Immortal Love
user_000045,2006-12-09T02:54:49Z,64b94289-9474-4d43-8c93-918ccc1920d1,Billy Joel,696a8f10-aa61-46ec-a2a5-66a42234d7a4,Uptown Girl
user_000045,2006-12-09T02:31:22Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-12-07T18:03:40Z,689851b0-bfec-4ac6-954b-11b3b9db14ae,Mana,e5571f23-17b0-4fd1-9aa6-edb43d882514,Labios Compartidos
user_000045,2006-12-07T17:56:02Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-12-05T21:34:59Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,25e53f44-0982-4bc6-aa39-bdc651156228,I Have Forgiven Jesus
user_000045,2006-12-05T21:31:48Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,5b71c003-c68b-4125-849c-2795d06a9529,"Irish Blood, English Heart"
user_000045,2006-12-05T21:24:58Z,689851b0-bfec-4ac6-954b-11b3b9db14ae,Mana,e5571f23-17b0-4fd1-9aa6-edb43d882514,Labios Compartidos
user_000045,2006-12-05T21:20:22Z,689851b0-bfec-4ac6-954b-11b3b9db14ae,Mana,e5571f23-17b0-4fd1-9aa6-edb43d882514,Labios Compartidos
user_000045,2006-12-05T21:15:41Z,689851b0-bfec-4ac6-954b-11b3b9db14ae,Mana,e5571f23-17b0-4fd1-9aa6-edb43d882514,Labios Compartidos
user_000045,2006-12-05T21:11:10Z,689851b0-bfec-4ac6-954b-11b3b9db14ae,Mana,e5571f23-17b0-4fd1-9aa6-edb43d882514,Labios Compartidos
user_000045,2006-12-05T21:04:55Z,689851b0-bfec-4ac6-954b-11b3b9db14ae,Mana,e5571f23-17b0-4fd1-9aa6-edb43d882514,Labios Compartidos
user_000045,2006-12-05T20:31:19Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-27T18:06:49Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-27T18:01:58Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-27T06:47:43Z,28da4778-94c2-4c44-a053-c96e1c366eb8,Ministry Of Sound,,Jurgen Vries Feat. Shena - Wilderness
user_000045,2006-11-27T05:37:10Z,00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,a0006587-a51a-4b6b-b6c0-1693368a4cb6,Nightquest
user_000045,2006-11-26T22:04:50Z,c17f08f4-2542-46fb-97f3-3202d60c225a,Fear Factory,00026127-dbca-4547-b1be-9b5a0b31db8f,Archetype
user_000045,2006-11-25T22:26:44Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-25T21:37:05Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-25T21:35:39Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-25T18:06:13Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-25T18:03:57Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-25T17:55:42Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-25T17:43:21Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-25T17:25:20Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-25T17:23:45Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-25T17:21:50Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-22T19:45:13Z,f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,02c0121f-5aa6-4f1c-8eff-cf7979afb25d,By Myself (Marylin Manson Remix)
user_000045,2006-11-22T19:41:40Z,f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,b31200aa-e178-4772-b241-475ef745d360,Cure For The Itch
user_000045,2006-11-21T19:51:37Z,9a250493-e200-4676-be17-06e9f51091e7,To/Die/For,24d4811d-d1f5-4a7a-a945-730acc33390b,Immortal Love
user_000045,2006-11-21T19:16:57Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-21T19:15:12Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-21T19:13:42Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-21T19:12:01Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-21T19:10:36Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-20T22:59:49Z,82f68ef2-d2a6-45c4-b285-cee49279cbfd,2 Minutos,5b45057a-0f34-46cc-86ff-8fbe0aac8cca,Todo Lo Miro
user_000045,2006-11-20T22:52:03Z,fb2fc980-381b-4158-ad88-e6512c7a8af2,Akira,658bb857-0e28-4f77-91df-c63d6db908ca,Piece Of Heaven 2004 (Cascade Radio Mix)
user_000045,2006-11-20T22:47:01Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-20T22:43:10Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-20T22:41:45Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-20T18:01:45Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,7cdd0aa2-9081-4c2d-b006-92b5df3b2b1b,Time
user_000045,2006-11-20T17:55:08Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,4c79e224-edd9-4076-9736-15a6a8dc8605,Angels Cry (Remix)
user_000045,2006-11-20T17:37:25Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,4c79e224-edd9-4076-9736-15a6a8dc8605,Angels Cry (Remix)
user_000045,2006-11-20T15:34:26Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,ea973ff7-d9e7-4c34-b442-6ce1fd1cbc46,Time After Time
user_000045,2006-11-20T02:05:10Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,ea973ff7-d9e7-4c34-b442-6ce1fd1cbc46,Time After Time
user_000045,2006-11-19T16:19:14Z,395cc503-63b5-4a0b-a20a-604e3fcacea2,Men At Work,ac1914cb-bf51-4457-abb2-c60bcc63021d,Down Under
user_000045,2006-11-19T16:11:39Z,98720123-fcec-47be-9e88-29a310fb2942,Dead Or Alive,c6623f71-faa3-49c0-aa96-62ab60345ff5,You Spin Me Round
user_000045,2006-11-19T09:25:13Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,4c79e224-edd9-4076-9736-15a6a8dc8605,Angels Cry (Remix)
user_000045,2006-11-19T09:19:18Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,8468d78a-be26-40b0-9a0f-e957d2aa5bd1,Rainy Nights (Instrumental Version)
user_000045,2006-11-19T09:13:43Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,2ba714d9-af88-463b-b508-4063cdce7de3,Speed
user_000045,2006-11-19T09:07:43Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,058251c5-0834-4bc8-8a3f-9c613a5e4701,Z.I.T.O.
user_000045,2006-11-19T09:02:23Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,e743a387-e8a3-4bc6-ac52-3679541b71ef,Wuthering Heights
user_000045,2006-11-19T08:57:03Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,f4ba0308-c43b-441c-abd2-917164759c90,Make Believe
user_000045,2006-11-19T08:50:53Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,a339e7b3-a32d-4e33-adb9-a381b9bf81a3,Holy Land
user_000045,2006-11-19T08:44:28Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,3c161a90-9975-4c6c-9121-cc1cc54f2044,Metal Icarus
user_000045,2006-11-19T08:34:43Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,73f04d22-4ab5-4d17-a1bb-2f486107eea2,Carolina Iv
user_000045,2006-11-19T08:27:43Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,7cdd0aa2-9081-4c2d-b006-92b5df3b2b1b,Time
user_000045,2006-11-19T08:22:08Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,b5c83239-e0c4-4fce-aa75-45f4d8a18188,Lisbon
user_000045,2006-11-19T08:16:23Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,0b3f3457-254d-4d8a-9537-15a039c06145,Nothing To Say
user_000045,2006-11-19T08:10:33Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,8ec12f61-b228-421b-b1a0-d843d7bf032e,Carry On (Remix)
user_000045,2006-11-19T07:49:10Z,00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,a0006587-a51a-4b6b-b6c0-1693368a4cb6,Nightquest
user_000045,2006-11-19T07:44:11Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,4e21392e-58b9-467b-a81c-f120cc75ab4f,"You'Re My Heart, You'Re My Soul"
user_000045,2006-11-19T07:24:17Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-19T07:22:42Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-19T07:21:17Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-19T07:19:47Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-19T07:18:17Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-19T07:13:40Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-19T06:59:43Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,7cdd0aa2-9081-4c2d-b006-92b5df3b2b1b,Time
user_000045,2006-11-19T06:51:33Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,73f04d22-4ab5-4d17-a1bb-2f486107eea2,Carolina Iv
user_000045,2006-11-19T05:32:35Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,73f04d22-4ab5-4d17-a1bb-2f486107eea2,Carolina Iv
user_000045,2006-11-19T05:25:09Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,0b3f3457-254d-4d8a-9537-15a039c06145,Nothing To Say
user_000045,2006-11-19T04:44:09Z,b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,7cdd0aa2-9081-4c2d-b006-92b5df3b2b1b,Time
user_000045,2006-11-19T04:40:13Z,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,Korn,eb6f411e-8ef2-4c2b-8a9e-ebf1418d3104,Word Up
user_000045,2006-11-19T04:38:08Z,9a250493-e200-4676-be17-06e9f51091e7,To/Die/For,24d4811d-d1f5-4a7a-a945-730acc33390b,Immortal Love
user_000045,2006-11-19T03:51:30Z,8bad6c8e-c8a1-427d-b082-1275e3ebbe60,Buddy Rich,,Cielo
user_000045,2006-11-19T03:45:59Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-19T03:44:23Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-19T03:42:58Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-19T02:13:54Z,,Boom Boxx Feat Linda O,,Balla Da Li [Radio Mix]
user_000045,2006-11-18T23:46:06Z,af3dd900-679f-48ef-909a-0da55786b078,Marilyn Manson & The Spooky Kids,8871fa19-f12a-4822-8dac-332d50406eed,Lunchbox
user_000045,2006-11-18T23:41:41Z,a4e73a8e-9d89-4c80-9c2f-62008b7e3105,Marjo,0e4cbf53-436b-4a28-aa9d-6013c1a1820d,Je Sais Je Sais
user_000045,2006-11-18T23:37:05Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,35730d2f-e4ca-45da-badb-61f6533e77d7,Father Time
user_000045,2006-11-18T23:31:29Z,c3d6fdd5-67c5-453e-87e3-d17a00a52879,Stratovarius,51df9edd-c654-4045-98f7-ecf4d5ffc82b,Hunting High And Low
user_000045,2006-11-18T23:26:24Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,d697e790-4493-4070-9b05-168c6d2eb91a,Brother Louie
user_000045,2006-11-18T23:21:53Z,499025a6-1904-4dfc-98ab-307c9b32a575,Place Vendome,510205ec-9ed8-4bdd-98b5-d38268115f02,Place Vendome
user_000045,2006-11-18T23:18:08Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,09d9dc79-acfc-4fd4-b5e3-884786211fb3,Everyday Is Like Sunday
user_000045,2006-11-18T23:09:18Z,00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,24da9484-f122-4d76-9db8-0daed341cd9e,Dark Chest Of Wonders
user_000045,2006-11-18T23:05:32Z,66da25f9-1534-4dd1-b88c-718bc24e1ccd,Guano Apes,f4bda7bb-4d8b-4681-bdc5-edf261966247,Big In Japan
user_000045,2006-11-18T23:01:27Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,4e21392e-58b9-467b-a81c-f120cc75ab4f,"You'Re My Heart, You'Re My Soul"
user_000045,2006-11-18T22:57:02Z,fb2fc980-381b-4158-ad88-e6512c7a8af2,Akira,658bb857-0e28-4f77-91df-c63d6db908ca,Piece Of Heaven 2004 (Cascade Radio Mix)
user_000045,2006-11-18T22:53:21Z,c16a2424-6f7b-4538-a547-0cef5add7056,Bond,8ce121d6-0497-49d5-8d45-5ed2c06c10cb,Explosive
user_000045,2006-11-18T20:40:38Z,9a250493-e200-4676-be17-06e9f51091e7,To/Die/For,24d4811d-d1f5-4a7a-a945-730acc33390b,Immortal Love
user_000045,2006-11-18T19:47:40Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-18T19:45:55Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-18T19:41:43Z,,Tv & Movie Themes Songs,,Pirates Of The Caribbean
user_000045,2006-11-18T17:50:35Z,6b3a7975-fc3a-404b-a13e-66c223cd2a31,Warmen,6a916783-eb93-45c4-92f8-602cc8705af4,Lying Delilah
user_000045,2006-11-18T17:44:29Z,6b3a7975-fc3a-404b-a13e-66c223cd2a31,Warmen,6a916783-eb93-45c4-92f8-602cc8705af4,Lying Delilah
user_000045,2006-11-18T17:41:44Z,6b3a7975-fc3a-404b-a13e-66c223cd2a31,Warmen,8a86bb34-a522-4e4d-bd58-c731c55955ee,Roppongi Rumble
user_000045,2006-11-18T17:37:14Z,6b3a7975-fc3a-404b-a13e-66c223cd2a31,Warmen,80d78d7a-bbad-4a79-a740-fdc16cb382fa,They All Blame Me
user_000045,2006-11-18T17:31:59Z,6b3a7975-fc3a-404b-a13e-66c223cd2a31,Warmen,f673ae02-15df-456d-a9bc-c8564a9f171e,Somebody'S Watching Me
user_000045,2006-11-18T17:27:09Z,4967c0a1-b9f3-465e-8440-4598fd9fc33c,Enya,45926cbc-10ff-428a-aefe-16e485e56427,Wild Child
user_000045,2006-11-18T16:38:14Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,bbae078e-6aef-4e85-899d-27b62909b332,The Big L.
user_000045,2006-11-18T16:32:53Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,ebcbe3b8-4089-4fae-8c1c-3f9bf62774d9,How Do You Do!
user_000045,2006-11-18T16:27:58Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,e0851708-5125-4348-8df8-4c1b39b98335,Fading Like A Flower (Everytime You Leave)
user_000045,2006-11-18T16:23:32Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,d34b3618-3fb5-466d-a8e2-d3e4e2511bd3,Joyride (Single Edit)
user_000045,2006-11-18T16:18:52Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,22912323-cbb6-4b19-b4a7-4d77a07fcd2c,Listen To Your Heart (Swedish Single Edit)
user_000045,2006-11-18T16:14:01Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,87723203-3eec-44d6-b2e6-a0e37bfdfcb1,Spending My Time
user_000045,2006-11-17T21:55:08Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,87723203-3eec-44d6-b2e6-a0e37bfdfcb1,Spending My Time
user_000045,2006-11-17T21:42:17Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,e0851708-5125-4348-8df8-4c1b39b98335,Fading Like A Flower (Everytime You Leave)
user_000045,2006-11-17T21:35:16Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,22912323-cbb6-4b19-b4a7-4d77a07fcd2c,Listen To Your Heart (Swedish Single Edit)
user_000045,2006-11-17T21:29:20Z,d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,22912323-cbb6-4b19-b4a7-4d77a07fcd2c,Listen To Your Heart (Swedish Single Edit)
user_000045,2006-11-16T22:40:14Z,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,Cyndi Lauper,968845ec-0843-4270-b378-1a727ea7d44c,Girls Just Wanna Have Fun
user_000045,2006-11-16T22:34:04Z,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,Cyndi Lauper,968845ec-0843-4270-b378-1a727ea7d44c,Girls Just Wanna Have Fun
user_000045,2006-11-16T20:05:18Z,499025a6-1904-4dfc-98ab-307c9b32a575,Place Vendome,510205ec-9ed8-4bdd-98b5-d38268115f02,Place Vendome
user_000045,2006-11-15T20:50:27Z,ee74192c-d21f-4de7-83e5-eed93e07ac07,El Canto Del Loco,5508b7db-8790-43a2-945f-00c10971afec,Zapatillas
user_000045,2006-11-15T20:47:37Z,ee74192c-d21f-4de7-83e5-eed93e07ac07,El Canto Del Loco,5508b7db-8790-43a2-945f-00c10971afec,Zapatillas
user_000045,2006-11-15T20:43:36Z,05539fb8-b7a5-4012-97a9-5e27ddc031fb,Sir Mix-A-Lot,91001571-44aa-4cc9-a60c-ed803b97a870,Jump On It
user_000045,2006-11-15T19:50:48Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,acbafbc8-ba3f-49cf-8353-f9195e47bb80,Gravenimage
user_000045,2006-11-15T17:21:12Z,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,acbafbc8-ba3f-49cf-8353-f9195e47bb80,Gravenimage
user_000045,2006-11-15T00:59:10Z,873790e6-5440-4c3c-8be0-0a1ca9058707,Fiskales Ad-Hok,9faade36-3bba-41b6-bb1f-3f3ea075ed72,Eugenia
user_000045,2006-11-15T00:55:25Z,28da4778-94c2-4c44-a053-c96e1c366eb8,Ministry Of Sound,,Jurgen Vries Feat. Shena - Wilderness
user_000045,2006-11-14T05:55:00Z,98913495-8867-43b3-aa8d-db88ee4d4cdc,Modern Talking,4e21392e-58b9-467b-a81c-f120cc75ab4f,"You'Re My Heart, You'Re My Soul"
user_000045,2006-11-13T00:59:00Z,ac00aa43-3fb1-44c1-953e-62d01858168b,Catupecu Machu,539796f3-45bc-4730-9ec7-cae631961731,Magia Veneno
user_000045,2006-11-13T00:55:54Z,cfe85625-10af-46c1-99fb-765ed3a4f1ad,Los Fabulosos Cadillacs,603f0130-342b-4f35-8050-928ab01d7eaf,El Matador
user_000045,2006-11-13T00:47:43Z,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,Korn,eb6f411e-8ef2-4c2b-8a9e-ebf1418d3104,Word Up
user_000045,2006-11-13T00:41:48Z,7883500c-ea74-4960-8cf7-0335ecd390d5,Jarade De Palo,6146be39-2868-497a-b804-893fb6156ae1,Bonito
user_000045,2006-11-13T00:37:12Z,b267ca80-034e-4dc1-9ed4-ec45f1fed41d,Good Charlotte,8b811682-dd1c-4e24-9554-6fd16af9aadd,Predictable
user_000045,2006-11-13T00:30:57Z,b267ca80-034e-4dc1-9ed4-ec45f1fed41d,Good Charlotte,1ba1927c-b24b-4fe0-ad9b-fe0856b461e2,I Just Wanna Live
user_000045,2006-11-13T00:27:32Z,b267ca80-034e-4dc1-9ed4-ec45f1fed41d,Good Charlotte,ca8fe006-3ce7-4aa4-b71b-4c7c68852b06,Hold On
user_000045,2006-11-13T00:23:17Z,2676047f-8968-4cc8-8efb-3b678cca1934,Glup!,52b8ecfa-cdd2-4d2f-bd2d-403b4c05046f,Grado 3
user_000045,2006-11-13T00:16:01Z,f114b6c4-78f7-45d2-ae73-001e2a77ab9f,Emil Bulls,dffcc836-50db-452c-af35-e0f4f1717084,Take On Me
user_000045,2006-11-12T20:20:32Z,cea0b5f6-a40d-4fdc-bb05-d3af065259cd,Labyrinth,ea973ff7-d9e7-4c34-b442-6ce1fd1cbc46,Time After Time
user_000045,2006-11-12T19:52:56Z,9809d784-037f-46e7-8d2d-7ecad897f355,Sandra,ccbdd2b7-c3ef-49aa-bca2-b8682fd677f0,In The Heat Of The Night
user_000045,2006-11-12T17:48:55Z,eca1f8ea-52af-4e33-959a-12a59e12adab,The Simpsons,56255b71-0145-4733-904c-4705aff766f5,Do The Bartman
user_000045,2006-11-11T15:59:47Z,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,9daec74e-bbdf-46a9-965d-91da0a472305,Give It All
